accuracy,f1_score
0.9512085944494181,0.9497834700082926
0.9427931960608773,0.9400394107159614
0.9361683079677708,0.9338773996104981
0.9333930170098478,0.9289940828402367
0.8461056401074306,0.8540623142881401
0.7630259623992838,0.7158346752549651
